year,lobbyist_name,agency,agency_address
2015,TONI RICHARDSON,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,DENNIS DUNCAN,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,CHUCK TURBIVILLE,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,ANDY GERLACH,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,ANDY FERGEL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,ROSA YAEGER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,MICHAEL HOUDYSHELL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,JASON EVAN,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,WENDY SEMMLER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,BRUCE CHRISTENSEN,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,RACHEL HEARN,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,PEGGY LAURENZ,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,LISA WEYER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,NORM LINGLE,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,CLARK HEPPER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,KELLY THOMPSON,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,DOUG SCHINKEL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,ALISON JARES,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,JOHN HANSON,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,LARRY ELIASON,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,CRAIG SPARROW,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,DAVID WIEST,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,JOHN RICHTER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,CHUCK TURBIVILLE,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,HARRY CHRISTIANSON,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2015,MIKE SHAW,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,ANDY FERGEL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,JOHN RICHTER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,ROSA YAEGER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,RACHEL HEARN,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,DOUG SCHINKEL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,ALISON JARES,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,BOBI ADAMS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,KATE RICHARDS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,TONI RICHARDSON,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,JOHN HANSON,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,MICHAEL HOUDYSHELL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,JASON EVANS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,WENDY SEMMLER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,DAWN WOODS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,LISA WEYER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,CODY RICHTER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,MIKE MEHLHAFF,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,DAVID WIEST,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2016,ANDY GERLACH,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,VIRGINIA PETERSON,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,RACHEL HEARN,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,ALLYSEN BOETEL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,KATE RICHARDS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,ALISON JARES,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,ANDREW FERGEL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,ANDY GERLACH,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,BOBI ADAMS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,DAVID WIEST,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,DOUG SCHINKEL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,HEATHER VILLA,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,JASON EVANS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,JOHN HANSON,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,JOHN RICHTER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,LISA WEYER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,MICHAEL HOUDYSHELL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,MONICA WEISCHEDEL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,ROSA YAEGER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,STACY HEGGE,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,TONI RICHARDSON,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2017,WENDY SEMMLER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,HEAHTER VILLA,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,ANDREW FERGEL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,STACY HEGGE,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,ANDY GERLACH,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,NICK MICHELS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,ALISON JARES,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,ALLYSEN KERR,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,BOBI ADAMS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,DAVID WIEST,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,DOUG SCHINKEL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,JASON EVANS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,JOHN HANSON,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,JOHN RICHTER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,LISA WEYER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,MICHAEL HOUDYSHELL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,MONICA WEISCHEDEL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,MORGAN GRUEBELE,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,RACHEL WILLIAMS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,ROSA YAEGER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,TOM VALENTINE,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,TONI RICHARDSON,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2018,WENDY SEMMLER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,LISA WEYER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,MONICA WEISCHEDEL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,TONI RICHARDSON,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,JOHN HANSON,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,BOBI ADAMS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,DOUG SCHINKEL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,ALISON JARES,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,MICHAEL HOUDYSHELL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,JASON EVANS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,WENDY SEMMLER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,ROSA YAEGER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,JOHN RICHTER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,DAVID WIEST,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,RACHEL WILLIAMS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,ALLYSEN KERR,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,TOM VALENTINE,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,HEATHER VILLA,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,MORGAN GRUEBELE,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,JIM TERWILLIGER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2019,LESLEY COYLE,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,JIM TERWILLINGER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,DAVE WIEST,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,MIKE HOUDYSHELL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,TONI RICHARDSON,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,ROSA YAEGER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,LESLEY COYLE,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,DOUG SCHINKEL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,NORM LINGLE,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,RACHEL WILLIAMS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,JASON EVANS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,ALISON JARES,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,MONICA WEISCHEDEL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,ALANA THOMAS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,JOHN HANSON,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,BOBI ADAMS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,JOHN RICHTER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,WENDY SEMMLER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,RUSS HANSON,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,ALLY KERR,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,ANITA FUOSS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2020,CLARK HEPPER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,JIM TERWILLIGER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,DAVID WIEST,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,DOUG SCHINKEL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,ALISON JARES,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,JASON EVANS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,RACHEL WILLIAMS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,NORM LINGLE,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,CLARK HEPPER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,MARLA GRUBER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,LESLEY COYLE,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,WENDY SEMMLER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,TONI RICHARDSON,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,JUSTIN NAGEL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,BOBI ADAMS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,TOM VALENTINE,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,MICHAEL HOUDYSHELL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,JOHN RICHTER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,ANITA FUOSS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,MORGAN NELSON,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,ROSA YAEGER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,MONICA WEISCHEDEL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,ALANA THOMAS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2021,ASHLEY ZILVERBERG,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2022,JIM TERWILLIGER,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2022,DAVID WIEST,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2022,DOUG SCHINKEL,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2022,ALISON JARES,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2022,JASON EVANS,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2022,BRANDI ECKERT,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2022,RACHEL WILLIAMS,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2022,CLARK HEPPER,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2022,WENDY SEMMLER,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2022,KATHY GOETSCH,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2022,TONI RICHARDSON,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2022,BOBI ADAMS,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2022,MICHAEL HOUDYSHELL,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2022,ANITA FUOSS,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2022,ROSA YAEGER,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2022,MONICA WEISCHEDEL,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2022,ASHLEY ZILVERBERG,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2022,MORGAN MEIER,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2022,SAKURA ROHLEDER,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2022,NORMAN LINGLE,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2022,AMBER JENSEN,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2022,JOHN RICHTER,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2023,DAN WEBSTER,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2023,MICHAEL HOUDYSHELL,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2023,DAVID WIEST,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2023,TONI RICHARDSON,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2023,ROBERTA ADAMS,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2023,KAITLIN BITELER,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2023,DOUGLAS SCHINKEL,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2023,ALISON JARES,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2023,JASON EVANS,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2023,NORMAN LINGLE,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2023,CLARK HEPPER,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2023,ROSA YAEGER,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2023,MONICA WEISCHEDEL,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2023,ASHLEY ZILVERBERG,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2023,DARRIN GERRY,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2023,WENDY SEMMLER,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2023,ROBIN CARLSON,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2023,AMBER JENSEN,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2023,KIRSTEN JASPER,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2023,ALI SCHAEFBAUER,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2024,MICHAEL HOUDYSHELL,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2024,DOUG SCHINKEL,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2024,ALISON JARES,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2024,JASON EVANS,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2024,BRANDI ECKERT,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2024,WENDY SEMMLER,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2024,AMBER JENSEN,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2024,ROBIN CARLSON,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2024,KIRSTEN JASPER,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2024,ALI SCHAEFBAUER,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2024,MORGAN MAIER,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2024,DAN WEBSTER,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2024,KAITLIN BITELER,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2024,TONI RICHARDSON,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2024,ROBERTA ADAMS,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2024,NORMAN LINGLE,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2024,CLARK HEPPER,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2024,ROSA YAEGER,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2024,MONICA WEISCHEDEL,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2024,ASHLEY ZILVERBERG,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2024,DARRIN GERRY,DEPARTMENT OF REVENUE,"523 E CAPITOL AVENUE PIERRE, SD 57501"
2024,TREVOR WIEBE,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2024,WADE LAROCHE,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,MICHAEL HOUDYSHELL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,JASON EVANS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,DOUG SCHINKEL,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,ALISON JARES,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,BRANDI ECKERT,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,WENDY SEMMLER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,AMBER JENSEN,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,ROBIN CARLSON,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,KIRSTEN JASPER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,ALI SCHAEFBAUER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,MORGAN MAIER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,DAN WEBSTER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,KAITLIN BITELER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,TONI RICHARDSON,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,ROBERTA ADAMS,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,NORMAN LINGLE,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,CLARK HEPPER,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
2025,TREVOR WIEBE,DEPARTMENT OF REVENUE,"445 EAST CAPITOL AVENUE PIERRE, SD 57501"
